# tools/reflection/engine_split.py 1.0.0 -- authoritative UE 5.4.4 module name set at changelist 35576357 (++UE5+Release-5.4, research/unreal/engine-version.json), read from Engine/Source/**/*.Build.cs and Engine/Plugins/**/*.uplugin
# 1841 distinct names: 653 from Engine/Source (1:1 with 653 *.Build.cs files), 1188 distinct from Engine/Plugins (from 609 *.uplugin files' Modules[] arrays)
module_name	source_kind	evidence_file	evidence_line
BackChannel	uplugin	Engine/Plugins/Experimental/BackChannel/BackChannel.uplugin	14
BackgroundHTTP	build.cs	Engine/Source/Runtime/Online/BackgroundHTTP/BackgroundHTTP.Build.cs	5
BackgroundHTTPFileHash	build.cs	Engine/Source/Runtime/Online/BackgroundHTTPFileHash/BackgroundHTTPFileHash.Build.cs	5
BaseCharacterFXEditor	uplugin	Engine/Plugins/Experimental/CharacterFXEditor/BaseCharacterFXEditor/BaseCharacterFXEditor.uplugin	18
BehaviorTreeEditor	build.cs	Engine/Source/Editor/BehaviorTreeEditor/BehaviorTreeEditor.Build.cs	5
BinkAudioDecoder	build.cs	Engine/Source/Runtime/BinkAudioDecoder/Module/BinkAudioDecoder.Build.cs	8
BinkMediaPlayer	uplugin	Engine/Plugins/Media/BinkMedia/BinkMedia.uplugin	20
BinkMediaPlayerEditor	uplugin	Engine/Plugins/Media/BinkMedia/BinkMedia.uplugin	29
BlackmagicCore	uplugin	Engine/Plugins/Media/BlackmagicMedia/BlackmagicMedia.uplugin	18
BlackmagicMedia	uplugin	Engine/Plugins/Media/BlackmagicMedia/BlackmagicMedia.uplugin	24
BlackmagicMediaEditor	uplugin	Engine/Plugins/Media/BlackmagicMedia/BlackmagicMedia.uplugin	48
BlackmagicMediaFactory	uplugin	Engine/Plugins/Media/BlackmagicMedia/BlackmagicMedia.uplugin	36
BlackmagicMediaOutput	uplugin	Engine/Plugins/Media/BlackmagicMedia/BlackmagicMedia.uplugin	30
BlankModule	build.cs	Engine/Source/Developer/BlankModule/BlankModule.Build.cs	5
BlankPlugin	uplugin	Engine/Plugins/Developer/BlankPlugin/BlankPlugin.uplugin	20
BlendSpaceMotionAnalysis	uplugin	Engine/Plugins/Animation/BlendSpaceMotionAnalysis/BlendSpaceMotionAnalysis.uplugin	20
BlendStack	uplugin	Engine/Plugins/Animation/BlendStack/BlendStack.uplugin	18
BlendStackEditor	uplugin	Engine/Plugins/Animation/BlendStack/BlendStack.uplugin	23
BlockEncryptionHandlerComponent	build.cs	Engine/Source/Runtime/PacketHandlers/EncryptionComponents/SymmetricEncryption/BlockEncryption/BlockEncryptionHandlerComponent/BlockEncryptionHandlerComponent.Build.cs	6
Blosc	build.cs	Engine/Source/ThirdParty/Blosc/Blosc.Build.cs	6
BlowFishBlockEncryptor	build.cs	Engine/Source/Runtime/PacketHandlers/EncryptionComponents/SymmetricEncryption/BlockEncryption/BlowFishBlockEncryptor/BlowFishBlockEncryptor.Build.cs	6
BlueprintEditorLibrary	build.cs	Engine/Source/Editor/BlueprintEditorLibrary/BlueprintEditorLibrary.Build.cs	6
BlueprintFileUtils	uplugin	Engine/Plugins/BlueprintFileUtils/BlueprintFileUtils.uplugin	19
BlueprintGraph	build.cs	Engine/Source/Editor/BlueprintGraph/BlueprintGraph.Build.cs	6
BlueprintHeaderView	uplugin	Engine/Plugins/Editor/BlueprintHeaderView/BlueprintHeaderView.uplugin	21
BlueprintMaterialTextureNodes	uplugin	Engine/Plugins/Editor/BlueprintMaterialTextureNodes/BlueprintMaterialTextureNodes.uplugin	18
BlueprintRuntime	build.cs	Engine/Source/Runtime/BlueprintRuntime/BlueprintRuntime.Build.cs	5
BlueprintSnapNodes	uplugin	Engine/Plugins/Experimental/BlueprintSnapNodes/BlueprintSnapNodes.uplugin	19
BlueprintStats	uplugin	Engine/Plugins/Experimental/BlueprintStats/BlueprintStats.uplugin	20
Blutility	build.cs	Engine/Source/Editor/Blutility/Blutility.Build.cs	5
Boost	build.cs	Engine/Source/ThirdParty/Boost/Boost.Build.cs	6
Bridge	uplugin	Engine/Plugins/Bridge/Bridge.uplugin	23
BspMode	uplugin	Engine/Plugins/Editor/GeometryMode/GeometryMode.uplugin	24
BuildPatchServices	build.cs	Engine/Source/Runtime/Online/BuildPatchServices/BuildPatchServices.Build.cs	6
BuildSettings	build.cs	Engine/Source/Runtime/BuildSettings/BuildSettings.Build.cs	7
Buoyancy	uplugin	Engine/Plugins/Experimental/Buoyancy/Buoyancy.uplugin	19
CADInterfaces	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	56
CADKernel	build.cs	Engine/Source/Runtime/Datasmith/CADKernel/CADKernel.Build.cs	6
CADKernelSurface	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	148
CADLibrary	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	24
CADTools	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	65
CEF3	build.cs	Engine/Source/ThirdParty/CEF3/CEF3.build.cs	8
CEF3Utils	build.cs	Engine/Source/Runtime/CEF3Utils/CEF3Utils.Build.cs	5
CLionSourceCodeAccess	uplugin	Engine/Plugins/Developer/CLionSourceCodeAccess/CLionSourceCodeAccess.uplugin	20
CQTest	uplugin	Engine/Plugins/Tests/CQTest/CQTest.uplugin	18
CQTestTests	uplugin	Engine/Plugins/Tests/CQTest/CQTest.uplugin	23
CSVtoSVG	build.cs	Engine/Source/Editor/CSVtoSVG/CSVtoSVG.Build.cs	5
CUDA	build.cs	Engine/Source/Runtime/CUDA/Source/CUDA.Build.cs	8
CUDAHeader	build.cs	Engine/Source/ThirdParty/NVIDIA/CUDA/CUDAHeader.Build.cs	4
CableComponent	uplugin	Engine/Plugins/Runtime/CableComponent/CableComponent.uplugin	20
CacheTrackRecorder	uplugin	Engine/Plugins/VirtualProduction/Takes/Takes.uplugin	67
CameraCalibrationCore	uplugin	Engine/Plugins/VirtualProduction/CameraCalibrationCore/CameraCalibrationCore.uplugin	20
CameraCalibrationCoreEditor	uplugin	Engine/Plugins/VirtualProduction/CameraCalibrationCore/CameraCalibrationCore.uplugin	26
CameraCalibrationEditor	uplugin	Engine/Plugins/VirtualProduction/CameraCalibration/CameraCalibration.uplugin	18
CameraShakePreviewer	uplugin	Engine/Plugins/Cameras/CameraShakePreviewer/CameraShakePreviewer.uplugin	27
Cascade	build.cs	Engine/Source/Editor/Cascade/Cascade.Build.cs	5
CascadeToNiagaraConverter	uplugin	Engine/Plugins/FX/CascadeToNiagaraConverter/CascadeToNiagaraConverter.uplugin	19
Catch2	build.cs	Engine/Source/ThirdParty/Catch2/Catch2.build.cs	8
Catch2Extras	build.cs	Engine/Source/ThirdParty/Catch2/Catch2Extras.Build.cs	7
Cbor	build.cs	Engine/Source/Runtime/Cbor/Cbor.Build.cs	5
ChangelistReview	uplugin	Engine/Plugins/Editor/ChangelistReview/ChangelistReview.uplugin	22
Chaos	build.cs	Engine/Source/Runtime/Experimental/Chaos/Chaos.Build.cs	8
ChaosCaching	uplugin	Engine/Plugins/Experimental/ChaosCaching/ChaosCaching.uplugin	20
ChaosCachingEditor	uplugin	Engine/Plugins/Experimental/ChaosCaching/ChaosCaching.uplugin	25
ChaosCachingUSD	uplugin	Engine/Plugins/Experimental/ChaosCachingUSD/ChaosCachingUSD.uplugin	22
ChaosCloth	uplugin	Engine/Plugins/ChaosCloth/ChaosCloth.uplugin	18
ChaosClothAsset	uplugin	Engine/Plugins/ChaosClothAsset/ChaosClothAsset.uplugin	19
ChaosClothAssetDataflowNodes	uplugin	Engine/Plugins/ChaosClothAssetEditor/ChaosClothAssetEditor.uplugin	30
ChaosClothAssetEditor	uplugin	Engine/Plugins/ChaosClothAssetEditor/ChaosClothAssetEditor.uplugin	18
ChaosClothAssetEditorTools	uplugin	Engine/Plugins/ChaosClothAssetEditor/ChaosClothAssetEditor.uplugin	24
ChaosClothAssetEngine	uplugin	Engine/Plugins/ChaosClothAsset/ChaosClothAsset.uplugin	24
ChaosClothAssetTools	uplugin	Engine/Plugins/ChaosClothAssetEditor/ChaosClothAssetEditor.uplugin	36
ChaosClothEditor	uplugin	Engine/Plugins/ChaosCloth/ChaosCloth.uplugin	23
ChaosClothGenerator	uplugin	Engine/Plugins/Animation/MLDeformer/ChaosClothGenerator/ChaosClothGenerator.uplugin	19
ChaosCore	build.cs	Engine/Source/Runtime/Experimental/ChaosCore/ChaosCore.Build.cs	5
ChaosFlesh	uplugin	Engine/Plugins/Experimental/ChaosFlesh/ChaosFlesh.uplugin	20
ChaosFleshEditor	uplugin	Engine/Plugins/Experimental/ChaosFlesh/ChaosFlesh.uplugin	30
ChaosFleshEngine	uplugin	Engine/Plugins/Experimental/ChaosFlesh/ChaosFlesh.uplugin	25
ChaosFleshNodes	uplugin	Engine/Plugins/Experimental/ChaosFlesh/ChaosFlesh.uplugin	35
ChaosModularVehicle	uplugin	Engine/Plugins/Experimental/ChaosModularVehicle/ChaosModularVehicle.uplugin	19
ChaosModularVehicleEngine	uplugin	Engine/Plugins/Experimental/ChaosModularVehicle/ChaosModularVehicle.uplugin	24
ChaosNiagara	uplugin	Engine/Plugins/Experimental/ChaosNiagara/ChaosNiagara.uplugin	19
ChaosSolverEditor	uplugin	Engine/Plugins/Experimental/ChaosSolverPlugin/ChaosSolverPlugin.uplugin	19
ChaosSolverEngine	build.cs	Engine/Source/Runtime/Experimental/ChaosSolverEngine/ChaosSolverEngine.Build.cs	5
ChaosUserDataPT	uplugin	Engine/Plugins/Experimental/ChaosUserDataPT/ChaosUserDataPT.uplugin	19
ChaosVD	uplugin	Engine/Plugins/ChaosVD/ChaosVD.uplugin	20
ChaosVDData	build.cs	Engine/Source/Runtime/Experimental/ChaosVDData/ChaosVDData.build.cs	8
ChaosVDRuntime	build.cs	Engine/Source/Runtime/Experimental/ChaosVisualDebugger/ChaosVDRuntime.Build.cs	8
ChaosVehicles	uplugin	Engine/Plugins/Experimental/ChaosVehiclesPlugin/ChaosVehiclesPlugin.uplugin	20
ChaosVehiclesCore	build.cs	Engine/Source/Runtime/Experimental/ChaosVehicles/ChaosVehiclesCore/ChaosVehiclesCore.Build.cs	5
ChaosVehiclesEditor	uplugin	Engine/Plugins/Experimental/ChaosVehiclesPlugin/ChaosVehiclesPlugin.uplugin	25
ChaosVehiclesEngine	build.cs	Engine/Source/Runtime/Experimental/ChaosVehicles/ChaosVehiclesEngine/ChaosVehiclesEngine.Build.cs	5
CharacterAI	uplugin	Engine/Plugins/Experimental/CharacterAI/CharacterAI.uplugin	20
Chooser	uplugin	Engine/Plugins/Experimental/Chooser/Chooser.uplugin	39
ChooserEditor	uplugin	Engine/Plugins/Experimental/Chooser/Chooser.uplugin	49
ChooserUncooked	uplugin	Engine/Plugins/Experimental/Chooser/Chooser.uplugin	44
ChunkDownloader	uplugin	Engine/Plugins/Runtime/ChunkDownloader/ChunkDownloader.uplugin	15
CineCameraRigs	uplugin	Engine/Plugins/Experimental/CineCameraRigs/CineCameraRigs.uplugin	19
CineCameraRigsEditor	uplugin	Engine/Plugins/Experimental/CineCameraRigs/CineCameraRigs.uplugin	24
CineCameraSceneCapture	uplugin	Engine/Plugins/Experimental/CineCameraSceneCapture/CineCameraSceneCapture.uplugin	20
CinematicCamera	build.cs	Engine/Source/Runtime/CinematicCamera/CinematicCamera.Build.cs	5
CinematicPrestreaming	uplugin	Engine/Plugins/Experimental/CinematicPrestreaming/CinematicPrestreaming.uplugin	18
CinematicPrestreamingEditor	uplugin	Engine/Plugins/Experimental/CinematicPrestreaming/CinematicPrestreaming.uplugin	23
ClassViewer	build.cs	Engine/Source/Editor/ClassViewer/ClassViewer.Build.cs	5
ClientPilot	build.cs	Engine/Source/Runtime/ClientPilot/ClientPilot.Build.cs	5
ClonerEffector	uplugin	Engine/Plugins/Experimental/ClonerEffector/ClonerEffector.uplugin	18
ClonerEffectorEditor	uplugin	Engine/Plugins/Experimental/ClonerEffector/ClonerEffector.uplugin	23
ClothPainter	build.cs	Engine/Source/Editor/ClothPainter/ClothPainter.Build.cs	5
ClothingSystemEditor	build.cs	Engine/Source/Editor/ClothingSystemEditor/ClothingSystemEditor.Build.cs	6
ClothingSystemEditorInterface	build.cs	Engine/Source/Editor/ClothingSystemEditorInterface/ClothingSystemEditorInterface.Build.cs	6
ClothingSystemRuntimeCommon	build.cs	Engine/Source/Runtime/ClothingSystemRuntimeCommon/ClothingSystemRuntimeCommon.Build.cs	5
ClothingSystemRuntimeInterface	build.cs	Engine/Source/Runtime/ClothingSystemRuntimeInterface/ClothingSystemRuntimeInterface.Build.cs	5
ClothingSystemRuntimeNv	build.cs	Engine/Source/Runtime/ClothingSystemRuntimeNv/ClothingSystemRuntimeNv.Build.cs	5
CmdLinkServer	uplugin	Engine/Plugins/CmdLinkServer/CmdLinkServer.uplugin	19
CodeEditor	uplugin	Engine/Plugins/Experimental/CodeEditor/CodeEditor.uplugin	20
CodeLiteSourceCodeAccess	uplugin	Engine/Plugins/Developer/CodeLiteSourceCodeAccess/CodeLiteSourceCodeAccess.uplugin	20
CodeView	uplugin	Engine/Plugins/Experimental/CodeView/CodeView.uplugin	20
CollectionManager	build.cs	Engine/Source/Developer/CollectionManager/CollectionManager.Build.cs	5
CollisionAnalyzer	build.cs	Engine/Source/Developer/CollisionAnalyzer/CollisionAnalyzer.Build.cs	5
ColorCorrectRegions	uplugin	Engine/Plugins/Experimental/ColorCorrectRegions/ColorCorrectRegions.uplugin	19
ColorCorrectRegionsEditor	uplugin	Engine/Plugins/Experimental/ColorCorrectRegions/ColorCorrectRegions.uplugin	24
ColorManagement	build.cs	Engine/Source/Runtime/ColorManagement/ColorManagement.Build.cs	5
CommonConversationEditor	uplugin	Engine/Plugins/Experimental/CommonConversation/CommonConversation.uplugin	29
CommonConversationGraph	uplugin	Engine/Plugins/Experimental/CommonConversation/CommonConversation.uplugin	24
CommonConversationRuntime	uplugin	Engine/Plugins/Experimental/CommonConversation/CommonConversation.uplugin	19
CommonInput	uplugin	Engine/Plugins/Runtime/CommonUI/CommonUI.uplugin	30
CommonMenuExtensions	build.cs	Engine/Source/Editor/CommonMenuExtensions/CommonMenuExtensions.Build.cs	5
CommonUI	uplugin	Engine/Plugins/Runtime/CommonUI/CommonUI.uplugin	20
CommonUIEditor	uplugin	Engine/Plugins/Runtime/CommonUI/CommonUI.uplugin	25
ComponentVisualizers	build.cs	Engine/Source/Editor/ComponentVisualizers/ComponentVisualizers.Build.cs	5
CompositePlane	uplugin	Engine/Plugins/VirtualProduction/CompositePlane/CompositePlane.uplugin	19
Composure	uplugin	Engine/Plugins/Compositing/Composure/Composure.uplugin	20
ComposureEditor	uplugin	Engine/Plugins/Compositing/Composure/Composure.uplugin	25
ComposureLayersEditor	uplugin	Engine/Plugins/Compositing/Composure/Composure.uplugin	30
ComputeFramework	uplugin	Engine/Plugins/Runtime/ComputeFramework/ComputeFramework.uplugin	19
ComputeFrameworkEditor	uplugin	Engine/Plugins/Runtime/ComputeFramework/ComputeFramework.uplugin	24
Concert	uplugin	Engine/Plugins/Developer/Concert/ConcertMain/ConcertMain.uplugin	21
ConcertClient	uplugin	Engine/Plugins/Developer/Concert/ConcertMain/ConcertMain.uplugin	27
ConcertClientSharedSlate	uplugin	Engine/Plugins/Developer/Concert/ConcertUI/ConcertClientSharedSlate/ConcertClientSharedSlate.uplugin	21
ConcertReplicationScripting	uplugin	Engine/Plugins/Developer/Concert/ConcertScripting/ConcertReplicationScripting/ConcertReplicationScripting.uplugin	18
ConcertReplicationScriptingEditor	uplugin	Engine/Plugins/Developer/Concert/ConcertScripting/ConcertReplicationScripting/ConcertReplicationScripting.uplugin	23
ConcertServer	uplugin	Engine/Plugins/Developer/Concert/ConcertMain/ConcertMain.uplugin	33
ConcertSharedSlate	uplugin	Engine/Plugins/Developer/Concert/ConcertUI/ConcertSharedSlate/ConcertSharedSlate.uplugin	21
ConcertSyncClient	uplugin	Engine/Plugins/Developer/Concert/ConcertSync/ConcertSyncClient/ConcertSyncClient.uplugin	21
ConcertSyncCore	uplugin	Engine/Plugins/Developer/Concert/ConcertSync/ConcertSyncCore/ConcertSyncCore.uplugin	21
ConcertSyncServer	uplugin	Engine/Plugins/Developer/Concert/ConcertSync/ConcertSyncServer/ConcertSyncServer.uplugin	21
ConcertSyncTest	uplugin	Engine/Plugins/Developer/Concert/ConcertSync/ConcertSyncTest/ConcertSyncTest.uplugin	21
ConcertTakeRecorder	uplugin	Engine/Plugins/VirtualProduction/MultiUserTakes/MultiUserTakes.uplugin	38
ConcertTransport	uplugin	Engine/Plugins/Developer/Concert/ConcertMain/ConcertMain.uplugin	39
ConfigEditor	build.cs	Engine/Source/Editor/ConfigEditor/ConfigEditor.Build.cs	5
ConsoleVariablesEditor	uplugin	Engine/Plugins/Editor/ConsoleVariablesEditor/ConsoleVariables.uplugin	39
ConsoleVariablesEditorRuntime	uplugin	Engine/Plugins/Editor/ConsoleVariablesEditor/ConsoleVariables.uplugin	44
Constraints	build.cs	Engine/Source/Runtime/Experimental/Animation/Constraints/Constraints.Build.cs	5
ContentBrowser	build.cs	Engine/Source/Editor/ContentBrowser/ContentBrowser.Build.cs	5
ContentBrowserAliasDataSource	uplugin	Engine/Plugins/Editor/ContentBrowser/ContentBrowserAliasDataSoure/ContentBrowserAliasDataSource.uplugin	19
ContentBrowserAssetDataSource	uplugin	Engine/Plugins/Editor/ContentBrowser/ContentBrowserAssetDataSource/ContentBrowserAssetDataSource.uplugin	21
ContentBrowserClassDataSource	uplugin	Engine/Plugins/Editor/ContentBrowser/ContentBrowserClassDataSource/ContentBrowserClassDataSource.uplugin	20
ContentBrowserData	build.cs	Engine/Source/Editor/ContentBrowserData/ContentBrowserData.Build.cs	5
ContentBrowserFileDataSource	uplugin	Engine/Plugins/Editor/ContentBrowser/ContentBrowserFileDataSource/ContentBrowserFileDataSource.uplugin	21
ContextualAnimation	uplugin	Engine/Plugins/Experimental/Animation/ContextualAnimation/ContextualAnimation.uplugin	20
ContextualAnimationEditor	uplugin	Engine/Plugins/Experimental/Animation/ContextualAnimation/ContextualAnimation.uplugin	25
ControlFlows	uplugin	Engine/Plugins/Experimental/ControlFlows/ControlFlows.uplugin	19
ControlRig	uplugin	Engine/Plugins/Animation/ControlRig/ControlRig.uplugin	45
ControlRigDeveloper	uplugin	Engine/Plugins/Animation/ControlRig/ControlRig.uplugin	50
ControlRigEditor	uplugin	Engine/Plugins/Animation/ControlRig/ControlRig.uplugin	55
ControlRigSpline	uplugin	Engine/Plugins/Animation/ControlRigSpline/ControlRigSpline.uplugin	26
CookMetadata	build.cs	Engine/Source/Developer/CookMetadata/CookMetadata.Build.cs	5
CookOnTheFly	build.cs	Engine/Source/Runtime/CookOnTheFly/CookOnTheFly.Build.cs	5
CookOnTheFlyNetServer	build.cs	Engine/Source/Developer/CookOnTheFlyNetServer/CookOnTheFlyNetServer.Build.cs	5
CookedEditor	build.cs	Engine/Source/Developer/CookedEditor/CookedEditor.Build.cs	5
Core	build.cs	Engine/Source/Runtime/Core/Core.Build.cs	7
CoreOnline	build.cs	Engine/Source/Runtime/CoreOnline/CoreOnline.Build.cs	6
CoreUObject	build.cs	Engine/Source/Runtime/CoreUObject/CoreUObject.Build.cs	6
CoreVerseVM	build.cs	Engine/Source/Runtime/CoreVerseVM/CoreVerseVM.build.cs	5
CrashDebugHelper	build.cs	Engine/Source/Developer/CrashDebugHelper/CrashDebugHelper.Build.cs	5
CrashReportCore	build.cs	Engine/Source/Runtime/CrashReportCore/CrashReportCore.Build.cs	5
CryptoKeys	uplugin	Engine/Plugins/Editor/CryptoKeys/CryptoKeys.uplugin	19
CryptoKeysOpenSSL	uplugin	Engine/Plugins/Editor/CryptoKeys/CryptoKeys.uplugin	29
CsvMetrics	uplugin	Engine/Plugins/WorldMetrics/WorldMetrics.uplugin	32
CurveAssetEditor	build.cs	Engine/Source/Editor/CurveAssetEditor/CurveAssetEditor.Build.cs	5
CurveEditor	build.cs	Engine/Source/Editor/CurveEditor/CurveEditor.Build.cs	5
CurveEditorTools	uplugin	Engine/Plugins/Editor/CurveEditorTools/CurveEditorTools.uplugin	19
CurveExpression	uplugin	Engine/Plugins/Experimental/Animation/CurveExpression/CurveExpression.uplugin	20
CurveExpressionEditor	uplugin	Engine/Plugins/Experimental/Animation/CurveExpression/CurveExpression.uplugin	25
CurveTableEditor	build.cs	Engine/Source/Editor/CurveTableEditor/CurveTableEditor.Build.cs	5
CustomDetailsView	uplugin	Engine/Plugins/Experimental/CustomDetailsView/CustomDetailsView.uplugin	19
CustomMeshComponent	uplugin	Engine/Plugins/Runtime/CustomMeshComponent/CustomMeshComponent.uplugin	20
CustomizableObject	uplugin	Engine/Plugins/Experimental/Mutable/Mutable.uplugin	17
CustomizableObjectEditor	uplugin	Engine/Plugins/Experimental/Mutable/Mutable.uplugin	32
CustomizableObjectPopulation	uplugin	Engine/Plugins/Experimental/Mutable/Mutable.uplugin	37
CustomizableObjectPopulationEditor	uplugin	Engine/Plugins/Experimental/Mutable/Mutable.uplugin	42
CustomizableSequencerTracks	uplugin	Engine/Plugins/MovieScene/CustomizableSequencerTracks/CustomizableSequencerTracks.uplugin	20
CustomizableSequencerTracksEditor	uplugin	Engine/Plugins/MovieScene/CustomizableSequencerTracks/CustomizableSequencerTracks.uplugin	25
D3D11RHI	build.cs	Engine/Source/Runtime/Windows/D3D11RHI/D3D11RHI.Build.cs	7
D3D12RHI	build.cs	Engine/Source/Runtime/D3D12RHI/D3D12RHI.Build.cs	7
DMXBlueprintGraph	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXEngine/DMXEngine.uplugin	17
DMXControlConsole	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXControlConsole/DMXControlConsole.uplugin	17
DMXControlConsoleEditor	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXControlConsole/DMXControlConsole.uplugin	22
DMXDisplayCluster	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXDisplayCluster/DMXDisplayCluster.uplugin	17
DMXDisplayClusterLightCard	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXDisplayCluster/DMXDisplayCluster.uplugin	26
DMXEditor	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXEngine/DMXEngine.uplugin	22
DMXFixtureActorInterface	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXModularFeatures/DMXModularFeatures.uplugin	19
DMXFixtures	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXFixtures/DMXFixtures.uplugin	17
DMXPixelMappingBlueprintGraph	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXPixelMapping/DMXPixelMapping.uplugin	37
DMXPixelMappingCore	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXPixelMapping/DMXPixelMapping.uplugin	17
DMXPixelMappingEditor	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXPixelMapping/DMXPixelMapping.uplugin	27
DMXPixelMappingEditorWidgets	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXPixelMapping/DMXPixelMapping.uplugin	32
DMXPixelMappingRenderer	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXPixelMapping/DMXPixelMapping.uplugin	42
DMXPixelMappingRuntime	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXPixelMapping/DMXPixelMapping.uplugin	22
DMXProtocol	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXProtocol/DMXProtocol.uplugin	17
DMXProtocolArtNet	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXProtocol/DMXProtocol.uplugin	22
DMXProtocolBlueprintGraph	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXProtocol/DMXProtocol.uplugin	37
DMXProtocolEditor	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXProtocol/DMXProtocol.uplugin	32
DMXProtocolSACN	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXProtocol/DMXProtocol.uplugin	27
DMXRuntime	uplugin	Engine/Plugins/VirtualProduction/DMX/DMXEngine/DMXEngine.uplugin	27
DNxHR	build.cs	Engine/Source/ThirdParty/AvidDNxHD/DNxHR/DNxHR.Build.cs	6
DNxMXF	build.cs	Engine/Source/ThirdParty/AvidDNxHD/DNxMXF/DNxMXF.Build.cs	6
DNxUncompressed	build.cs	Engine/Source/ThirdParty/AvidDNxHD/DNxUncompressed/DNxUncompressed.Build.cs	6
DTLSHandlerComponent	uplugin	Engine/Plugins/Runtime/PacketHandlers/DTLSHandlerComponent/DTLSHandlerComponent.uplugin	20
DX11	build.cs	Engine/Source/ThirdParty/Windows/DX11/DX11.Build.cs	7
DX11Audio	build.cs	Engine/Source/ThirdParty/Windows/DX11/DX11Audio.Build.cs	5
DX12	build.cs	Engine/Source/ThirdParty/Windows/DX12/DX12.Build.cs	7
DX9	build.cs	Engine/Source/ThirdParty/Windows/DX9/DX9.Build.cs	4
DataCharts	uplugin	Engine/Plugins/VirtualProduction/DataCharts/DataCharts.uplugin	19
DataChartsEditor	uplugin	Engine/Plugins/VirtualProduction/DataCharts/DataCharts.uplugin	24
DataLayerEditor	build.cs	Engine/Source/Editor/DataLayerEditor/DataLayerEditor.Build.cs	5
DataRegistry	uplugin	Engine/Plugins/Runtime/DataRegistry/DataRegistry.uplugin	20
DataRegistryEditor	uplugin	Engine/Plugins/Runtime/DataRegistry/DataRegistry.uplugin	25
DataTableEditor	build.cs	Engine/Source/Editor/DataTableEditor/DataTableEditor.Build.cs	5
DataValidation	uplugin	Engine/Plugins/Editor/DataValidation/DataValidation.uplugin	21
DatabaseSupport	uplugin	Engine/Plugins/Runtime/Database/DatabaseSupport/DatabaseSupport.uplugin	20
DataflowAssetTools	uplugin	Engine/Plugins/Experimental/Dataflow/Dataflow.uplugin	25
DataflowCore	build.cs	Engine/Source/Runtime/Experimental/Dataflow/Core/DataflowCore.Build.cs	5
DataflowEditor	uplugin	Engine/Plugins/Experimental/Dataflow/Dataflow.uplugin	20
DataflowEngine	build.cs	Engine/Source/Runtime/Experimental/Dataflow/Engine/DataflowEngine.Build.cs	5
DataflowEnginePlugin	uplugin	Engine/Plugins/Experimental/Dataflow/Dataflow.uplugin	30
DataflowNodes	uplugin	Engine/Plugins/Experimental/Dataflow/Dataflow.uplugin	35
DataprepCore	uplugin	Engine/Plugins/Enterprise/DataprepEditor/DataprepEditor.uplugin	24
DataprepEditor	uplugin	Engine/Plugins/Enterprise/DataprepEditor/DataprepEditor.uplugin	19
DataprepEditorScriptingUtilities	uplugin	Engine/Plugins/Enterprise/DataprepEditor/DataprepEditor.uplugin	34
DataprepGeometryOperations	uplugin	Engine/Plugins/Experimental/Enterprise/DataprepGeometryOperations/DataprepGeometryOperations.uplugin	19
DataprepLibraries	uplugin	Engine/Plugins/Enterprise/DataprepEditor/DataprepEditor.uplugin	29
DatasmithC4DTranslator	uplugin	Engine/Plugins/Enterprise/DatasmithC4DImporter/DatasmithC4DImporter.uplugin	25
DatasmithCADTranslator	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	30
DatasmithCloTranslator	uplugin	Engine/Plugins/Experimental/DatasmithCloTranslator/DatasmithCloTranslator.uplugin	21
DatasmithContent	uplugin	Engine/Plugins/Enterprise/DatasmithContent/DatasmithContent.uplugin	19
DatasmithContentEditor	uplugin	Engine/Plugins/Enterprise/DatasmithContent/DatasmithContent.uplugin	24
DatasmithCore	build.cs	Engine/Source/Runtime/Datasmith/DatasmithCore/DatasmithCore.Build.cs	6
DatasmithDeltaGenTranslator	uplugin	Engine/Plugins/Enterprise/DatasmithFBXImporter/DatasmithFBXImporter.uplugin	25
