# tools/reflection/engine_split.py 1.0.0 -- authoritative UE 5.4.4 module name set at changelist 35576357 (++UE5+Release-5.4, research/unreal/engine-version.json), read from Engine/Source/**/*.Build.cs and Engine/Plugins/**/*.uplugin
# 1841 distinct names: 653 from Engine/Source (1:1 with 653 *.Build.cs files), 1188 distinct from Engine/Plugins (from 609 *.uplugin files' Modules[] arrays)
module_name	source_kind	evidence_file	evidence_line
HairStrandsCore	uplugin	Engine/Plugins/Runtime/HairStrands/HairStrands.uplugin	19
HairStrandsDeformer	uplugin	Engine/Plugins/Runtime/HairStrands/HairStrands.uplugin	24
HairStrandsEditor	uplugin	Engine/Plugins/Runtime/HairStrands/HairStrands.uplugin	38
HairStrandsRuntime	uplugin	Engine/Plugins/Runtime/HairStrands/HairStrands.uplugin	33
HardwareSurvey	build.cs	Engine/Source/Runtime/HardwareSurvey/HardwareSurvey.Build.cs	5
HardwareTargeting	build.cs	Engine/Source/Editor/HardwareTargeting/HardwareTargeting.Build.cs	5
HarfBuzz	build.cs	Engine/Source/ThirdParty/HarfBuzz/HarfBuzz.Build.cs	6
Harmonix	uplugin	Engine/Plugins/Runtime/Harmonix/Harmonix.uplugin	20
HarmonixDsp	uplugin	Engine/Plugins/Runtime/Harmonix/Harmonix.uplugin	30
HarmonixDspEditor	uplugin	Engine/Plugins/Runtime/Harmonix/Harmonix.uplugin	40
HarmonixDspTests	uplugin	Engine/Plugins/Runtime/Harmonix/Harmonix.uplugin	35
HarmonixEditor	uplugin	Engine/Plugins/Runtime/Harmonix/Harmonix.uplugin	25
HarmonixMetasound	uplugin	Engine/Plugins/Runtime/Harmonix/Harmonix.uplugin	60
HarmonixMetasoundEditor	uplugin	Engine/Plugins/Runtime/Harmonix/Harmonix.uplugin	65
HarmonixMetasoundTests	uplugin	Engine/Plugins/Runtime/Harmonix/Harmonix.uplugin	70
HarmonixMidi	uplugin	Engine/Plugins/Runtime/Harmonix/Harmonix.uplugin	45
HarmonixMidiEditor	uplugin	Engine/Plugins/Runtime/Harmonix/Harmonix.uplugin	50
HarmonixMidiTests	uplugin	Engine/Plugins/Runtime/Harmonix/Harmonix.uplugin	55
HeadMountedDisplay	build.cs	Engine/Source/Runtime/HeadMountedDisplay/HeadMountedDisplay.Build.cs	6
HierarchicalLODOutliner	build.cs	Engine/Source/Editor/HierarchicalLODOutliner/HierarchicalLODOutliner.Build.cs	5
HierarchicalLODUtilities	build.cs	Engine/Source/Developer/HierarchicalLODUtilities/HierarchicalLODUtilities.Build.cs	4
Horde	build.cs	Engine/Source/Developer/Horde/Horde.Build.cs	6
HotReload	build.cs	Engine/Source/Developer/HotReload/HotReload.Build.cs	4
Hotfix	uplugin	Engine/Plugins/Online/OnlineFramework/OnlineFramework.uplugin	31
HttpBlueprint	uplugin	Engine/Plugins/Web/HttpBlueprint/HttpBlueprint.uplugin	20
HttpBlueprintGraph	uplugin	Engine/Plugins/Web/HttpBlueprint/HttpBlueprint.uplugin	25
HttpNetworkReplayStreaming	build.cs	Engine/Source/Runtime/NetworkReplayStreaming/HttpNetworkReplayStreaming/HttpNetworkReplayStreaming.Build.cs	5
ICU	build.cs	Engine/Source/ThirdParty/ICU/ICU.Build.cs	7
ICVFXTesting	uplugin	Engine/Plugins/VirtualProduction/ICVFXTesting/ICVFXTesting.uplugin	33
IESFile	build.cs	Engine/Source/Runtime/IESFile/IESFile.Build.cs	5
IKRig	uplugin	Engine/Plugins/Animation/IKRig/IKRig.uplugin	30
IKRigDeveloper	uplugin	Engine/Plugins/Animation/IKRig/IKRig.uplugin	35
IKRigEditor	uplugin	Engine/Plugins/Animation/IKRig/IKRig.uplugin	40
IOSAdjust	uplugin	Engine/Plugins/Runtime/Analytics/Adjust/Adjust.uplugin	34
IOSAdvertising	build.cs	Engine/Source/Runtime/Advertising/IOS/IOSAdvertising/IOSAdvertising.Build.cs	5
IOSAudio	build.cs	Engine/Source/Runtime/IOS/IOSAudio/IOSAudio.Build.cs	5
IOSDeviceProfileSelector	uplugin	Engine/Plugins/Runtime/IOSDeviceProfileSelector/IOSDeviceProfileSelector.uplugin	20
IOSFlurry	uplugin	Engine/Plugins/Runtime/Analytics/Flurry/Flurry.uplugin	25
IOSLocalNotification	build.cs	Engine/Source/Runtime/IOS/IOSLocalNotification/IOSLocalNotification.Build.cs	5
IOSPlatformEditor	build.cs	Engine/Source/Developer/IOS/IOSPlatformEditor/IOSPlatformEditor.Build.cs	5
IOSPlatformFeatures	build.cs	Engine/Source/Runtime/IOS/IOSPlatformFeatures/IOSPlatformFeatures.Build.cs	5
IOSReplayKit	uplugin	Engine/Plugins/Runtime/IOSReplayKit/IOSReplayKit.uplugin	14
IOSRuntimeSettings	build.cs	Engine/Source/Runtime/IOS/IOSRuntimeSettings/IOSRuntimeSettings.Build.cs	5
IOSTapJoy	uplugin	Engine/Plugins/Runtime/Advertising/IOSTapJoy/IOSTapJoy.uplugin	20
IOSTargetPlatform	build.cs	Engine/Source/Developer/IOS/IOSTargetPlatform/IOSTargetPlatform.Build.cs	5
IPC	build.cs	Engine/Source/Runtime/IPC/IPC.Build.cs	5
Icmp	build.cs	Engine/Source/Runtime/Online/ICMP/Icmp.Build.cs	5
ImageCore	build.cs	Engine/Source/Runtime/ImageCore/ImageCore.Build.cs	5
ImageDownload	build.cs	Engine/Source/Runtime/Online/ImageDownload/ImageDownload.Build.cs	5
ImagePlate	uplugin	Engine/Plugins/Experimental/ImagePlate/ImagePlate.uplugin	19
ImagePlateEditor	uplugin	Engine/Plugins/Experimental/ImagePlate/ImagePlate.uplugin	24
ImageWrapper	build.cs	Engine/Source/Runtime/ImageWrapper/ImageWrapper.Build.cs	5
ImageWriteQueue	build.cs	Engine/Source/Runtime/ImageWriteQueue/ImageWriteQueue.Build.cs	5
Imath	build.cs	Engine/Source/ThirdParty/Imath/Imath.Build.cs	6
ImgMedia	uplugin	Engine/Plugins/Media/ImgMedia/ImgMedia.uplugin	20
ImgMediaEditor	uplugin	Engine/Plugins/Media/ImgMedia/ImgMedia.uplugin	25
ImgMediaEngine	uplugin	Engine/Plugins/Media/ImgMedia/ImgMedia.uplugin	30
ImgMediaFactory	uplugin	Engine/Plugins/Media/ImgMedia/ImgMedia.uplugin	35
InMemoryNetworkReplayStreaming	build.cs	Engine/Source/Runtime/NetworkReplayStreaming/InMemoryNetworkReplayStreaming/InMemoryNetworkReplayStreaming.build.cs	5
InputBindingEditor	build.cs	Engine/Source/Editor/InputBindingEditor/InputBindingEditor.Build.cs	5
InputBlueprintNodes	uplugin	Engine/Plugins/EnhancedInput/EnhancedInput.uplugin	24
InputCore	build.cs	Engine/Source/Runtime/InputCore/InputCore.Build.cs	5
InputDebugging	uplugin	Engine/Plugins/Runtime/InputDebugging/InputDebugging.uplugin	19
InputDebuggingEditor	uplugin	Engine/Plugins/Runtime/InputDebugging/InputDebugging.uplugin	25
InputDevice	build.cs	Engine/Source/Runtime/InputDevice/InputDevice.Build.cs	5
InputEditor	uplugin	Engine/Plugins/EnhancedInput/EnhancedInput.uplugin	29
InstallBundleManager	build.cs	Engine/Source/Runtime/InstallBundleManager/InstallBundleManager.Build.cs	5
InstanceDataObjectFixupTool	uplugin	Engine/Plugins/Experimental/InstanceDataObjectFixupTool/InstanceDataObjectFixupTool.uplugin	28
InstancedActors	uplugin	Engine/Plugins/Runtime/InstancedActors/InstancedActors.uplugin	20
InstancedActorsTestSuite	uplugin	Engine/Plugins/Runtime/InstancedActors/InstancedActors.uplugin	24
IntelExtensionsFramework	build.cs	Engine/Source/ThirdParty/Intel/ExtensionsFramework/IntelExtensionsFramework.Build.cs	7
IntelISPC	build.cs	Engine/Source/ThirdParty/Intel/ISPC/IntelISPC.Build.cs	5
IntelISPCTexComp	build.cs	Engine/Source/ThirdParty/Intel/ISPCTexComp/IntelISPCTexComp.Build.cs	5
IntelOIDN	build.cs	Engine/Source/ThirdParty/Intel/OIDN/IntelOIDN.Build.cs	5
IntelTBB	build.cs	Engine/Source/ThirdParty/Intel/TBB/IntelTBB.Build.cs	6
IntelVTune	build.cs	Engine/Source/ThirdParty/Intel/VTune/IntelVTune.Build.cs	5
InteractiveToolsFramework	build.cs	Engine/Source/Runtime/InteractiveToolsFramework/InteractiveToolsFramework.Build.cs	5
InterchangeCommon	uplugin	Engine/Plugins/Interchange/Runtime/Interchange.uplugin	65
InterchangeCommonParser	uplugin	Engine/Plugins/Interchange/Runtime/Interchange.uplugin	70
InterchangeCore	build.cs	Engine/Source/Runtime/Interchange/Core/InterchangeCore.Build.cs	5
InterchangeDispatcher	uplugin	Engine/Plugins/Interchange/Runtime/Interchange.uplugin	60
InterchangeEditor	uplugin	Engine/Plugins/Interchange/Editor/InterchangeEditor.uplugin	24
InterchangeEditorPipelines	uplugin	Engine/Plugins/Interchange/Editor/InterchangeEditor.uplugin	33
InterchangeEditorUtilities	uplugin	Engine/Plugins/Interchange/Editor/InterchangeEditor.uplugin	42
InterchangeEngine	build.cs	Engine/Source/Runtime/Interchange/Engine/InterchangeEngine.Build.cs	5
InterchangeExport	uplugin	Engine/Plugins/Interchange/Runtime/Interchange.uplugin	50
InterchangeFactoryNodes	uplugin	Engine/Plugins/Interchange/Runtime/Interchange.uplugin	35
InterchangeFbxParser	uplugin	Engine/Plugins/Interchange/Runtime/Interchange.uplugin	75
InterchangeImport	uplugin	Engine/Plugins/Interchange/Runtime/Interchange.uplugin	40
InterchangeMessages	uplugin	Engine/Plugins/Interchange/Runtime/Interchange.uplugin	45
InterchangeNodes	uplugin	Engine/Plugins/Interchange/Runtime/Interchange.uplugin	30
InterchangePipelines	uplugin	Engine/Plugins/Interchange/Runtime/Interchange.uplugin	55
InterchangeTestEditor	uplugin	Engine/Plugins/Tests/InterchangeTests/InterchangeTests.uplugin	25
InterchangeTests	uplugin	Engine/Plugins/Tests/InterchangeTests/InterchangeTests.uplugin	20
InternationalizationSettings	build.cs	Engine/Source/Editor/InternationalizationSettings/InternationalizationSettings.Build.cs	5
IntroTutorials	uplugin	Engine/Plugins/Editor/GuidedTutorials/GuidedTutorials.uplugin	20
IoStoreOnDemand	build.cs	Engine/Source/Runtime/Experimental/IoStoreOnDemand/IoStoreOnDemand.Build.cs	5
IoStoreUtilities	build.cs	Engine/Source/Developer/IoStoreUtilities/IoStoreUtilities.Build.cs	5
Iris	uplugin	Engine/Plugins/Experimental/Iris/Iris.uplugin	19
IrisCore	build.cs	Engine/Source/Runtime/Experimental/Iris/Core/IrisCore.Build.cs	5
IrisStub	build.cs	Engine/Source/Runtime/Experimental/Iris/Stub/IrisStub.Build.cs	5
JWT	uplugin	Engine/Plugins/Experimental/JWT/JWT.uplugin	19
Json	build.cs	Engine/Source/Runtime/Json/Json.Build.cs	5
JsonBlueprintGraph	uplugin	Engine/Plugins/JsonBlueprintUtilities/JsonBlueprintUtilities.uplugin	25
JsonBlueprintUtilities	uplugin	Engine/Plugins/JsonBlueprintUtilities/JsonBlueprintUtilities.uplugin	20
JsonSerialization	uplugin	Engine/Plugins/Experimental/SerializationUtils/SerializationUtils.uplugin	19
JsonUtilities	build.cs	Engine/Source/Runtime/JsonUtilities/JsonUtilities.Build.cs	5
KDevelopSourceCodeAccess	uplugin	Engine/Plugins/Developer/KDevelopSourceCodeAccess/KDevelopSourceCodeAccess.uplugin	20
Kismet	build.cs	Engine/Source/Editor/Kismet/Kismet.Build.cs	5
KismetCompiler	build.cs	Engine/Source/Editor/KismetCompiler/KismetCompiler.Build.cs	5
KismetWidgets	build.cs	Engine/Source/Editor/KismetWidgets/KismetWidgets.Build.cs	5
Kiss_FFT	build.cs	Engine/Source/ThirdParty/Kiss_FFT/Kiss_FFT.Build.cs	5
Landmass	uplugin	Engine/Plugins/Experimental/Landmass/Landmass.uplugin	18
LandmassEditor	uplugin	Engine/Plugins/Experimental/Landmass/Landmass.uplugin	24
Landscape	build.cs	Engine/Source/Runtime/Landscape/Landscape.Build.cs	6
LandscapeEditor	build.cs	Engine/Source/Editor/LandscapeEditor/LandscapeEditor.Build.cs	5
LandscapeEditorUtilities	build.cs	Engine/Source/Editor/LandscapeEditorUtilities/LandscapeEditorUtilities.Build.cs	5
LandscapePatch	uplugin	Engine/Plugins/Experimental/LandscapePatch/LandscapePatch.uplugin	18
LandscapePatchEditorOnly	uplugin	Engine/Plugins/Experimental/LandscapePatch/LandscapePatch.uplugin	23
Launch	build.cs	Engine/Source/Runtime/Launch/Launch.Build.cs	6
LaunchDaemonMessages	build.cs	Engine/Source/Runtime/IOS/LaunchDaemonMessages/LaunchDaemonMessages.Build.cs	5
LauncherCheck	build.cs	Engine/Source/Runtime/Portal/LauncherCheck/LauncherCheck.Build.cs	5
LauncherChunkInstaller	uplugin	Engine/Plugins/Portal/LauncherChunkInstaller/LauncherChunkInstaller.uplugin	13
LauncherPlatform	build.cs	Engine/Source/Runtime/Portal/LauncherPlatform/LauncherPlatform.Build.cs	5
LauncherServices	build.cs	Engine/Source/Developer/LauncherServices/LauncherServices.Build.cs	5
Layers	build.cs	Engine/Source/Editor/Layers/Layers.Build.cs	5
Learning	uplugin	Engine/Plugins/Experimental/LearningAgents/LearningAgents.uplugin	20
LearningAgents	uplugin	Engine/Plugins/Experimental/LearningAgents/LearningAgents.uplugin	30
LearningAgentsTraining	uplugin	Engine/Plugins/Experimental/LearningAgents/LearningAgents.uplugin	35
LearningTraining	uplugin	Engine/Plugins/Experimental/LearningAgents/LearningAgents.uplugin	25
LedWallCalibration	uplugin	Engine/Plugins/Experimental/VirtualProduction/LedWallCalibration/LedWallCalibration.uplugin	29
LedWallCalibrationEditor	uplugin	Engine/Plugins/Experimental/VirtualProduction/LedWallCalibration/LedWallCalibration.uplugin	19
LensComponent	uplugin	Engine/Plugins/VirtualProduction/LensComponent/LensComponent.uplugin	20
LensComponentEditor	uplugin	Engine/Plugins/VirtualProduction/LensComponent/LensComponent.uplugin	26
LensDistortion	uplugin	Engine/Plugins/Compositing/LensDistortion/LensDistortion.uplugin	20
LevelEditor	build.cs	Engine/Source/Editor/LevelEditor/LevelEditor.Build.cs	5
LevelInstanceEditor	build.cs	Engine/Source/Editor/LevelInstanceEditor/LevelInstanceEditor.Build.cs	5
LevelSequence	build.cs	Engine/Source/Runtime/LevelSequence/LevelSequence.Build.cs	5
LevelSequenceEditor	uplugin	Engine/Plugins/MovieScene/LevelSequenceEditor/LevelSequenceEditor.uplugin	21
LevelSnapshotFilters	uplugin	Engine/Plugins/VirtualProduction/LevelSnapshots/LevelSnapshots.uplugin	25
LevelSnapshots	uplugin	Engine/Plugins/VirtualProduction/LevelSnapshots/LevelSnapshots.uplugin	20
LevelSnapshotsEditor	uplugin	Engine/Plugins/VirtualProduction/LevelSnapshots/LevelSnapshots.uplugin	30
LevelStreamingPersistence	uplugin	Engine/Plugins/Runtime/LevelStreamingPersistence/LevelStreamingPersistence.uplugin	20
LibJpegTurbo	build.cs	Engine/Source/ThirdParty/libjpeg-turbo/LibJpegTurbo.Build.cs	7
LibOVRPlatform	build.cs	Engine/Source/ThirdParty/Oculus/LibOVRPlatform/LibOVRPlatform.build.cs	6
LibTiff	build.cs	Engine/Source/ThirdParty/LibTiff/LibTiff.Build.cs	5
LibVpx	build.cs	Engine/Source/ThirdParty/libvpx/libvpx.build.cs	6
LidarPointCloudEditor	uplugin	Engine/Plugins/Enterprise/LidarPointCloud/LidarPointCloud.uplugin	34
LidarPointCloudRuntime	uplugin	Engine/Plugins/Enterprise/LidarPointCloud/LidarPointCloud.uplugin	24
LightGizmos	uplugin	Engine/Plugins/Experimental/GizmoEdMode/GizmoEdMode.uplugin	24
LightMixer	uplugin	Engine/Plugins/Editor/ObjectMixer/LightMixer/LightMixer.uplugin	26
LightWeightInstancesEditor	uplugin	Engine/Plugins/LightWeightInstancesEditor/LightWeightInstancesEditor.uplugin	19
LinearTimecode	uplugin	Engine/Plugins/Media/LinearTimecode/LinearTimecode.uplugin	20
LinuxArm64TargetPlatform	build.cs	Engine/Source/Developer/Linux/LinuxArm64TargetPlatform/LinuxArm64TargetPlatform.Build.cs	5
LinuxDeviceProfileSelector	uplugin	Engine/Plugins/Runtime/LinuxDeviceProfileSelector/LinuxDeviceProfileSelector.uplugin	20
LinuxPlatformEditor	build.cs	Engine/Source/Developer/Linux/LinuxPlatformEditor/LinuxPlatformEditor.Build.cs	5
LinuxTargetPlatform	build.cs	Engine/Source/Developer/Linux/LinuxTargetPlatform/LinuxTargetPlatform.Build.cs	5
LiveCoding	build.cs	Engine/Source/Developer/Windows/LiveCoding/LiveCoding.Build.cs	6
LiveCodingServer	build.cs	Engine/Source/Developer/Windows/LiveCodingServer/LiveCodingServer.Build.cs	6
LiveLink	uplugin	Engine/Plugins/Animation/LiveLink/LiveLink.uplugin	39
LiveLinkAnimationCore	build.cs	Engine/Source/Runtime/LiveLinkAnimationCore/LiveLinkAnimationCore.Build.cs	5
LiveLinkCamera	uplugin	Engine/Plugins/VirtualProduction/LiveLinkCamera/LiveLinkCamera.uplugin	34
LiveLinkCameraEditor	uplugin	Engine/Plugins/VirtualProduction/LiveLinkCamera/LiveLinkCamera.uplugin	40
LiveLinkCameraRecording	uplugin	Engine/Plugins/VirtualProduction/LiveLinkCamera/LiveLinkCamera.uplugin	46
LiveLinkComponents	uplugin	Engine/Plugins/Animation/LiveLink/LiveLink.uplugin	45
LiveLinkControlRig	uplugin	Engine/Plugins/Experimental/LiveLinkControlRig/LiveLinkControlRig.uplugin	25
LiveLinkCurveDebugUI	uplugin	Engine/Plugins/Animation/LiveLinkCurveDebugUI/LiveLinkCurveDebugUI.uplugin	18
LiveLinkEditor	uplugin	Engine/Plugins/Animation/LiveLink/LiveLink.uplugin	50
LiveLinkFaceImporter	uplugin	Engine/Plugins/Experimental/LiveLinkFaceImporter/LiveLinkFaceImporter.uplugin	19
LiveLinkFreeD	uplugin	Engine/Plugins/VirtualProduction/LiveLinkFreeD/LiveLinkFreeD.uplugin	27
LiveLinkGraphNode	uplugin	Engine/Plugins/Animation/LiveLink/LiveLink.uplugin	56
LiveLinkHub	uplugin	Engine/Plugins/Animation/LiveLinkHub/LiveLinkHub.uplugin	27
LiveLinkHubEditor	uplugin	Engine/Plugins/Animation/LiveLinkHub/LiveLinkHub.uplugin	33
LiveLinkHubMessaging	uplugin	Engine/Plugins/Animation/LiveLinkHub/LiveLinkHub.uplugin	38
LiveLinkInputDevice	uplugin	Engine/Plugins/VirtualProduction/LiveLinkInputDevice/LiveLinkInputDevice.uplugin	21
LiveLinkInterface	build.cs	Engine/Source/Runtime/LiveLinkInterface/LiveLinkInterface.Build.cs	5
LiveLinkLens	uplugin	Engine/Plugins/VirtualProduction/LiveLinkLens/LiveLinkLens.uplugin	19
LiveLinkMasterLockit	uplugin	Engine/Plugins/VirtualProduction/LiveLinkMasterLockit/LiveLinkMasterLockit.uplugin	18
LiveLinkMasterLockitEditor	uplugin	Engine/Plugins/VirtualProduction/LiveLinkMasterLockit/LiveLinkMasterLockit.uplugin	23
LiveLinkMessageBusFramework	build.cs	Engine/Source/Runtime/LiveLinkMessageBusFramework/LiveLinkMessageBusFramework.Build.cs	5
LiveLinkMovieScene	uplugin	Engine/Plugins/Animation/LiveLink/LiveLink.uplugin	61
LiveLinkMultiUser	uplugin	Engine/Plugins/Animation/LiveLink/LiveLink.uplugin	72
LiveLinkOverNDisplay	uplugin	Engine/Plugins/Runtime/LiveLinkOvernDisplay/LiveLinkOverNDisplay.uplugin	20
LiveLinkPrestonMDR	uplugin	Engine/Plugins/VirtualProduction/LiveLinkPrestonMDR/LiveLinkPrestonMDR.uplugin	18
LiveLinkPrestonMDREditor	uplugin	Engine/Plugins/VirtualProduction/LiveLinkPrestonMDR/LiveLinkPrestonMDR.uplugin	23
LiveLinkSequencer	uplugin	Engine/Plugins/Animation/LiveLink/LiveLink.uplugin	66
LiveLinkVRPN	uplugin	Engine/Plugins/VirtualProduction/LiveLinkVRPN/LiveLinkVRPN.uplugin	26
LiveLinkXR	uplugin	Engine/Plugins/VirtualProduction/LiveLinkXR/LiveLinkXR.uplugin	29
LiveLinkXROpenXRExt	uplugin	Engine/Plugins/VirtualProduction/LiveLinkXR/LiveLinkXR.uplugin	34
LiveUpdateForSlate	uplugin	Engine/Plugins/Editor/LiveUpdateForSlate/LiveUpdateForSlate.uplugin	19
Lobby	uplugin	Engine/Plugins/Online/OnlineFramework/OnlineFramework.uplugin	23
LocalFileNetworkReplayStreaming	build.cs	Engine/Source/Runtime/NetworkReplayStreaming/LocalFileNetworkReplayStreaming/LocalFileNetworkReplayStreaming.Build.cs	5
LocalizableMessage	uplugin	Engine/Plugins/Experimental/LocalizableMessage/LocalizableMessage.uplugin	19
LocalizableMessageBlueprint	uplugin	Engine/Plugins/Experimental/LocalizableMessage/LocalizableMessage.uplugin	24
Localization	build.cs	Engine/Source/Developer/Localization/Localization.Build.cs	5
LocalizationCommandletExecution	build.cs	Engine/Source/Editor/LocalizationCommandletExecution/LocalizationCommandletExecution.Build.cs	5
LocalizationDashboard	build.cs	Engine/Source/Editor/LocalizationDashboard/LocalizationDashboard.Build.cs	5
LocalizationService	build.cs	Engine/Source/Developer/LocalizationService/LocalizationService.Build.cs	5
LocationServicesAndroidEditor	uplugin	Engine/Plugins/Runtime/LocationServicesAndroidImpl/LocationServicesAndroidImpl.uplugin	16
LocationServicesAndroidImpl	uplugin	Engine/Plugins/Runtime/LocationServicesAndroidImpl/LocationServicesAndroidImpl.uplugin	21
LocationServicesBPLibrary	uplugin	Engine/Plugins/Runtime/LocationServicesBPLibrary/LocationServicesBPLibrary.uplugin	16
LocationServicesIOSEditor	uplugin	Engine/Plugins/Runtime/LocationServicesIOSImpl/LocationServicesIOSImpl.uplugin	16
LocationServicesIOSImpl	uplugin	Engine/Plugins/Runtime/LocationServicesIOSImpl/LocationServicesIOSImpl.uplugin	21
LogVisualizer	build.cs	Engine/Source/Developer/LogVisualizer/LogVisualizer.Build.cs	6
LoginFlow	uplugin	Engine/Plugins/Online/OnlineFramework/OnlineFramework.uplugin	43
LowLevelTestsRunner	build.cs	Engine/Source/Developer/LowLevelTestsRunner/LowLevelTestsRunner.Build.cs	7
MDLImporter	uplugin	Engine/Plugins/Enterprise/MDLImporter/MDLImporter.uplugin	24
MIDIDevice	uplugin	Engine/Plugins/Runtime/MIDIDevice/MIDIDevice.uplugin	20
MLAdapter	uplugin	Engine/Plugins/AI/MLAdapter/MLAdapter.uplugin	20
MLAdapterTestSuite	uplugin	Engine/Plugins/AI/MLAdapter/MLAdapter.uplugin	25
MLDeformerFramework	uplugin	Engine/Plugins/Animation/MLDeformer/MLDeformerFramework/MLDeformerFramework.uplugin	19
MLDeformerFrameworkEditor	uplugin	Engine/Plugins/Animation/MLDeformer/MLDeformerFramework/MLDeformerFramework.uplugin	24
MQTTCore	uplugin	Engine/Plugins/Protocols/MQTT/MQTT.uplugin	21
MQTTCoreEditor	uplugin	Engine/Plugins/Protocols/MQTT/MQTT.uplugin	25
MRMesh	build.cs	Engine/Source/Runtime/MRMesh/MRMesh.build.cs	7
MacGraphicsSwitching	uplugin	Engine/Plugins/Editor/MacGraphicsSwitching/MacGraphicsSwitching.uplugin	20
MacPlatformEditor	build.cs	Engine/Source/Developer/Mac/MacPlatformEditor/MacPlatformEditor.Build.cs	5
MacTargetPlatform	build.cs	Engine/Source/Developer/Mac/MacTargetPlatform/MacTargetPlatform.Build.cs	5
MainFrame	build.cs	Engine/Source/Editor/MainFrame/MainFrame.Build.cs	5
MassAIBehavior	uplugin	Engine/Plugins/AI/MassAI/MassAI.uplugin	33
MassAIDebug	uplugin	Engine/Plugins/AI/MassAI/MassAI.uplugin	41
MassAIReplication	uplugin	Engine/Plugins/AI/MassAI/MassAI.uplugin	37
MassAITestSuite	uplugin	Engine/Plugins/AI/MassAI/MassAI.uplugin	45
MassActors	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	24
MassCommon	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	20
MassCrowd	uplugin	Engine/Plugins/AI/MassCrowd/MassCrowd.uplugin	20
MassEntity	uplugin	Engine/Plugins/Runtime/MassEntity/MassEntity.uplugin	19
MassEntityDebugger	uplugin	Engine/Plugins/Runtime/MassEntity/MassEntity.uplugin	33
MassEntityEditor	uplugin	Engine/Plugins/Runtime/MassEntity/MassEntity.uplugin	29
MassEntityTestSuite	uplugin	Engine/Plugins/Runtime/MassEntity/MassEntity.uplugin	24
MassGameplayDebug	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	60
MassGameplayEditor	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	64
MassGameplayExternalTraits	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	73
MassGameplayTestSuite	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	77
MassLOD	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	44
MassMovement	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	48
MassMovementEditor	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	68
MassNavigation	uplugin	Engine/Plugins/AI/MassAI/MassAI.uplugin	20
MassNavigationEditor	uplugin	Engine/Plugins/AI/MassAI/MassAI.uplugin	28
MassReplication	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	52
MassRepresentation	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	56
MassSignals	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	28
MassSimulation	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	40
MassSmartObjects	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	36
MassSpawner	uplugin	Engine/Plugins/Runtime/MassGameplay/MassGameplay.uplugin	32
MassZoneGraphNavigation	uplugin	Engine/Plugins/AI/MassAI/MassAI.uplugin	24
MaterialAnalyzer	uplugin	Engine/Plugins/Editor/MaterialAnalyzer/MaterialAnalyzer.uplugin	19
MaterialBaking	build.cs	Engine/Source/Developer/MaterialBaking/MaterialBaking.Build.cs	5
MaterialEditor	build.cs	Engine/Source/Editor/MaterialEditor/MaterialEditor.Build.cs	5
MaterialShaderQualitySettings	build.cs	Engine/Source/Runtime/MaterialShaderQualitySettings/MaterialShaderQualitySettings.Build.cs	5
MaterialUtilities	build.cs	Engine/Source/Developer/MaterialUtilities/MaterialUtilities.Build.cs	6
MaterialX	build.cs	Engine/Source/ThirdParty/MaterialX/MaterialX.Build.cs	6
Media	build.cs	Engine/Source/Runtime/Media/Media.Build.cs	5
MediaAssets	build.cs	Engine/Source/Runtime/MediaAssets/MediaAssets.Build.cs	5
MediaCompositing	uplugin	Engine/Plugins/Media/MediaCompositing/MediaCompositing.uplugin	19
MediaCompositingEditor	uplugin	Engine/Plugins/Media/MediaCompositing/MediaCompositing.uplugin	24
MediaFrameworkUtilities	uplugin	Engine/Plugins/Media/MediaFrameworkUtilities/MediaFrameworkUtilities.uplugin	18
MediaFrameworkUtilitiesEditor	uplugin	Engine/Plugins/Media/MediaFrameworkUtilities/MediaFrameworkUtilities.uplugin	28
MediaIOCore	uplugin	Engine/Plugins/Media/MediaIOFramework/MediaIOFramework.uplugin	18
MediaIOEditor	uplugin	Engine/Plugins/Media/MediaIOFramework/MediaIOFramework.uplugin	23
MediaMovieStreamer	uplugin	Engine/Plugins/Media/MediaMovieStreamer/MediaMovieStreamer.uplugin	20
MediaPlate	uplugin	Engine/Plugins/Media/MediaPlate/MediaPlate.uplugin	21
MediaPlateEditor	uplugin	Engine/Plugins/Media/MediaPlate/MediaPlate.uplugin	26
