# tools/reflection/engine_split.py 1.0.0 -- engine/game classification of the 394 /Script/<Module> root packages RF-01 found in MISERY/Content/Paks/global.ucas
# counts: {"collision": 0, "engine": 385, "game-misery": 1, "game-plugin": 4, "unclassified": 4}
# Rule: see this tool's module docstring, or $.rule in engine-split.json. 'unclassified' is reported, never guessed into another bucket.
package	category	matched_name	evidence_kind	evidence_file	evidence_line
/Script/LevelEditor	engine	LevelEditor	build.cs	Engine/Source/Editor/LevelEditor/LevelEditor.Build.cs	5
/Script/LevelInstanceEditor	engine	LevelInstanceEditor	build.cs	Engine/Source/Editor/LevelInstanceEditor/LevelInstanceEditor.Build.cs	5
/Script/LevelSequence	engine	LevelSequence	build.cs	Engine/Source/Runtime/LevelSequence/LevelSequence.Build.cs	5
/Script/LevelSequenceEditor	engine	LevelSequenceEditor	uplugin	Engine/Plugins/MovieScene/LevelSequenceEditor/LevelSequenceEditor.uplugin	21
/Script/LightMixer	engine	LightMixer	uplugin	Engine/Plugins/Editor/ObjectMixer/LightMixer/LightMixer.uplugin	26
/Script/LinuxTargetPlatform	engine	LinuxTargetPlatform	build.cs	Engine/Source/Developer/Linux/LinuxTargetPlatform/LinuxTargetPlatform.Build.cs	5
/Script/LiveCoding	engine	LiveCoding	build.cs	Engine/Source/Developer/Windows/LiveCoding/LiveCoding.Build.cs	6
/Script/LiveLinkInterface	engine	LiveLinkInterface	build.cs	Engine/Source/Runtime/LiveLinkInterface/LiveLinkInterface.Build.cs	5
/Script/LocalizableMessage	engine	LocalizableMessage	uplugin	Engine/Plugins/Experimental/LocalizableMessage/LocalizableMessage.uplugin	19
/Script/LocalizableMessageBlueprint	engine	LocalizableMessageBlueprint	uplugin	Engine/Plugins/Experimental/LocalizableMessage/LocalizableMessage.uplugin	24
/Script/Localization	engine	Localization	build.cs	Engine/Source/Developer/Localization/Localization.Build.cs	5
/Script/LocationServicesBPLibrary	engine	LocationServicesBPLibrary	uplugin	Engine/Plugins/Runtime/LocationServicesBPLibrary/LocationServicesBPLibrary.uplugin	16
/Script/MISERY	game-misery	MISERY	RF-01 game_module (already established)	research/evidence/RF-01/global-ucas.json	
/Script/MRMesh	engine	MRMesh	build.cs	Engine/Source/Runtime/MRMesh/MRMesh.build.cs	7
/Script/MacTargetPlatform	engine	MacTargetPlatform	build.cs	Engine/Source/Developer/Mac/MacTargetPlatform/MacTargetPlatform.Build.cs	5
/Script/MaterialBaking	engine	MaterialBaking	build.cs	Engine/Source/Developer/MaterialBaking/MaterialBaking.Build.cs	5
/Script/MaterialEditor	engine	MaterialEditor	build.cs	Engine/Source/Editor/MaterialEditor/MaterialEditor.Build.cs	5
/Script/MaterialShaderQualitySettings	engine	MaterialShaderQualitySettings	build.cs	Engine/Source/Runtime/MaterialShaderQualitySettings/MaterialShaderQualitySettings.Build.cs	5
/Script/MaterialUtilities	engine	MaterialUtilities	build.cs	Engine/Source/Developer/MaterialUtilities/MaterialUtilities.Build.cs	6
/Script/MediaAssets	engine	MediaAssets	build.cs	Engine/Source/Runtime/MediaAssets/MediaAssets.Build.cs	5
/Script/MediaCompositing	engine	MediaCompositing	uplugin	Engine/Plugins/Media/MediaCompositing/MediaCompositing.uplugin	19
/Script/MediaCompositingEditor	engine	MediaCompositingEditor	uplugin	Engine/Plugins/Media/MediaCompositing/MediaCompositing.uplugin	24
/Script/MediaPlate	engine	MediaPlate	uplugin	Engine/Plugins/Media/MediaPlate/MediaPlate.uplugin	21
/Script/MediaPlateEditor	engine	MediaPlateEditor	uplugin	Engine/Plugins/Media/MediaPlate/MediaPlate.uplugin	26
/Script/MediaPlayerEditor	engine	MediaPlayerEditor	uplugin	Engine/Plugins/Media/MediaPlayerEditor/MediaPlayerEditor.uplugin	20
/Script/MediaUtils	engine	MediaUtils	build.cs	Engine/Source/Runtime/MediaUtils/MediaUtils.Build.cs	5
/Script/MegascansPlugin	engine	MegascansPlugin	uplugin	Engine/Plugins/Bridge/Bridge.uplugin	33
/Script/MeshDescription	engine	MeshDescription	build.cs	Engine/Source/Runtime/MeshDescription/MeshDescription.Build.cs	5
/Script/MeshLODToolset	engine	MeshLODToolset	uplugin	Engine/Plugins/Editor/MeshLODToolset/MeshLODToolset.uplugin	19
/Script/MeshModelingTools	engine	MeshModelingTools	uplugin	Engine/Plugins/Runtime/MeshModelingToolset/MeshModelingToolset.uplugin	19
/Script/MeshModelingToolsEditorOnly	engine	MeshModelingToolsEditorOnly	uplugin	Engine/Plugins/Runtime/MeshModelingToolset/MeshModelingToolset.uplugin	24
/Script/MeshModelingToolsEditorOnlyExp	engine	MeshModelingToolsEditorOnlyExp	uplugin	Engine/Plugins/Experimental/MeshModelingToolsetExp/MeshModelingToolsetExp.uplugin	24
/Script/MeshModelingToolsExp	engine	MeshModelingToolsExp	uplugin	Engine/Plugins/Experimental/MeshModelingToolsetExp/MeshModelingToolsetExp.uplugin	19
/Script/MeshPaint	engine	MeshPaint	build.cs	Engine/Source/Editor/MeshPaint/MeshPaint.Build.cs	5
/Script/MeshPaintEditorMode	engine	MeshPaintEditorMode	uplugin	Engine/Plugins/MeshPainting/MeshPainting.uplugin	19
/Script/MeshPaintingToolset	engine	MeshPaintingToolset	uplugin	Engine/Plugins/MeshPainting/MeshPainting.uplugin	24
/Script/MetaHumanProjectUtilities	engine	MetaHumanProjectUtilities	uplugin	Engine/Plugins/Experimental/MetaHuman/MetaHumanProjectUtilities/MetaHumanProjectUtilities.uplugin	17
/Script/MetasoundEditor	engine	MetasoundEditor	uplugin	Engine/Plugins/Runtime/Metasound/Metasound.uplugin	49
/Script/MetasoundEngine	engine	MetasoundEngine	uplugin	Engine/Plugins/Runtime/Metasound/Metasound.uplugin	39
/Script/MetasoundFrontend	engine	MetasoundFrontend	uplugin	Engine/Plugins/Runtime/Metasound/Metasound.uplugin	29
/Script/MobilePatchingUtils	engine	MobilePatchingUtils	uplugin	Engine/Plugins/Runtime/MobilePatchingUtils/MobilePatchingUtils.uplugin	20
/Script/ModelingComponents	engine	ModelingComponents	uplugin	Engine/Plugins/Runtime/MeshModelingToolset/MeshModelingToolset.uplugin	29
/Script/ModelingComponentsEditorOnly	engine	ModelingComponentsEditorOnly	uplugin	Engine/Plugins/Runtime/MeshModelingToolset/MeshModelingToolset.uplugin	34
/Script/ModelingOperators	engine	ModelingOperators	uplugin	Engine/Plugins/Runtime/MeshModelingToolset/MeshModelingToolset.uplugin	39
/Script/ModelingOperatorsEditorOnly	engine	ModelingOperatorsEditorOnly	uplugin	Engine/Plugins/Runtime/MeshModelingToolset/MeshModelingToolset.uplugin	44
/Script/ModelingToolsEditorMode	engine	ModelingToolsEditorMode	uplugin	Engine/Plugins/Editor/ModelingToolsEditorMode/ModelingToolsEditorMode.uplugin	18
/Script/MoviePlayer	engine	MoviePlayer	build.cs	Engine/Source/Runtime/MoviePlayer/MoviePlayer.Build.cs	5
/Script/MovieScene	engine	MovieScene	build.cs	Engine/Source/Runtime/MovieScene/MovieScene.Build.cs	5
/Script/MovieSceneCapture	engine	MovieSceneCapture	build.cs	Engine/Source/Runtime/MovieSceneCapture/MovieSceneCapture.Build.cs	5
/Script/MovieSceneTools	engine	MovieSceneTools	build.cs	Engine/Source/Editor/MovieSceneTools/MovieSceneTools.Build.cs	5
/Script/MovieSceneTracks	engine	MovieSceneTracks	build.cs	Engine/Source/Runtime/MovieSceneTracks/MovieSceneTracks.Build.cs	5
/Script/NavigationSystem	engine	NavigationSystem	build.cs	Engine/Source/Runtime/NavigationSystem/NavigationSystem.Build.cs	7
/Script/NetCore	engine	NetCore	build.cs	Engine/Source/Runtime/Net/Core/NetCore.Build.cs	6
/Script/Niagara	engine	Niagara	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	31
/Script/NiagaraAnimNotifies	engine	NiagaraAnimNotifies	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	36
/Script/NiagaraBlueprintNodes	engine	NiagaraBlueprintNodes	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	51
/Script/NiagaraCore	engine	NiagaraCore	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	26
/Script/NiagaraEditor	engine	NiagaraEditor	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	56
/Script/NiagaraShader	engine	NiagaraShader	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	41
/Script/NiagaraSimCaching	engine	NiagaraSimCaching	uplugin	Engine/Plugins/FX/NiagaraSimCaching/NiagaraSimCaching.uplugin	20
/Script/NiagaraSimCachingEditor	engine	NiagaraSimCachingEditor	uplugin	Engine/Plugins/FX/NiagaraSimCaching/NiagaraSimCaching.uplugin	25
/Script/ObjectMixerEditor	engine	ObjectMixerEditor	uplugin	Engine/Plugins/Editor/ObjectMixer/ObjectMixer/ObjectMixer.uplugin	20
/Script/OnlineBlueprintSupport	engine	OnlineBlueprintSupport	uplugin	Engine/Plugins/Online/OnlineSubsystemUtils/OnlineSubsystemUtils.uplugin	20
/Script/OnlineSubsystem	engine	OnlineSubsystem	uplugin	Engine/Plugins/Online/OnlineSubsystem/OnlineSubsystem.uplugin	15
/Script/OnlineSubsystemSteamCore	unclassified				
/Script/OnlineSubsystemUtils	engine	OnlineSubsystemUtils	uplugin	Engine/Plugins/Online/OnlineSubsystemUtils/OnlineSubsystemUtils.uplugin	15
/Script/OodleNetworkHandlerComponent	engine	OodleNetworkHandlerComponent	uplugin	Engine/Plugins/Compression/OodleNetwork/OodleNetwork.uplugin	18
/Script/OptimizationTools	game-plugin	OptimizationTools	staged-uplugin-filename	MISERY/Plugins/Optimiza421ff074d458V5/OptimizationTools.uplugin	124
/Script/OptimizationToolsEditor	unclassified				
/Script/OutputLog	engine	OutputLog	build.cs	Engine/Source/Developer/OutputLog/OutputLog.Build.cs	5
/Script/Overlay	engine	Overlay	build.cs	Engine/Source/Runtime/Overlay/Overlay.Build.cs	5
/Script/OverlayEditor	engine	OverlayEditor	build.cs	Engine/Source/Editor/OverlayEditor/OverlayEditor.Build.cs	5
/Script/PBIK	engine	PBIK	uplugin	Engine/Plugins/Experimental/FullBodyIK/FullBodyIK.uplugin	30
/Script/PIEPreviewDeviceProfileSelector	engine	PIEPreviewDeviceProfileSelector	build.cs	Engine/Source/Editor/PIEPreviewDeviceProfileSelector/PIEPreviewDeviceProfileSelector.Build.cs	5
/Script/PIEPreviewDeviceSpecification	engine	PIEPreviewDeviceSpecification	build.cs	Engine/Source/Editor/PIEPreviewDeviceSpecification/PIEPreviewDeviceSpecification.Build.cs	5
/Script/PacketHandler	engine	PacketHandler	build.cs	Engine/Source/Runtime/PacketHandlers/PacketHandler/PacketHandler.Build.cs	6
/Script/Paper2D	engine	Paper2D	uplugin	Engine/Plugins/2D/Paper2D/Paper2D.uplugin	20
/Script/Paper2DEditor	engine	Paper2DEditor	uplugin	Engine/Plugins/2D/Paper2D/Paper2D.uplugin	25
/Script/PaperSpriteSheetImporter	engine	PaperSpriteSheetImporter	uplugin	Engine/Plugins/2D/Paper2D/Paper2D.uplugin	30
/Script/PaperTiledImporter	engine	PaperTiledImporter	uplugin	Engine/Plugins/2D/Paper2D/Paper2D.uplugin	35
/Script/Persona	engine	Persona	build.cs	Engine/Source/Editor/Persona/Persona.Build.cs	5
/Script/PhysicsCore	engine	PhysicsCore	build.cs	Engine/Source/Runtime/PhysicsCore/PhysicsCore.Build.cs	5
/Script/PhysicsUtilities	engine	PhysicsUtilities	build.cs	Engine/Source/Developer/PhysicsUtilities/PhysicsUtilities.Build.cs	6
/Script/PinnedCommandList	engine	PinnedCommandList	build.cs	Engine/Source/Editor/PinnedCommandList/PinnedCommandList.Build.cs	5
/Script/PixelInspectorModule	engine	PixelInspectorModule	build.cs	Engine/Source/Editor/PixelInspector/PixelInspectorModule.Build.cs	5
/Script/PlasticSourceControl	engine	PlasticSourceControl	uplugin	Engine/Plugins/Developer/PlasticSourceControl/PlasticSourceControl.uplugin	19
/Script/PluginBrowser	engine	PluginBrowser	uplugin	Engine/Plugins/Editor/PluginBrowser/PluginBrowser.uplugin	20
/Script/ProceduralMeshComponent	engine	ProceduralMeshComponent	uplugin	Engine/Plugins/Runtime/ProceduralMeshComponent/ProceduralMeshComponent.uplugin	21
/Script/PropertyAccessNode	engine	PropertyAccessNode	uplugin	Engine/Plugins/Developer/PropertyAccessNode/PropertyAccessNode.uplugin	19
/Script/PropertyEditor	engine	PropertyEditor	build.cs	Engine/Source/Editor/PropertyEditor/PropertyEditor.Build.cs	5
/Script/PropertyPath	engine	PropertyPath	build.cs	Engine/Source/Runtime/PropertyPath/PropertyPath.Build.cs	5
/Script/PythonScriptPlugin	engine	PythonScriptPlugin	uplugin	Engine/Plugins/Experimental/PythonScriptPlugin/PythonScriptPlugin.uplugin	25
/Script/RenderDocPlugin	engine	RenderDocPlugin	uplugin	Engine/Plugins/Developer/RenderDocPlugin/RenderDocPlugin.uplugin	15
/Script/Renderer	engine	Renderer	build.cs	Engine/Source/Runtime/Renderer/Renderer.Build.cs	5
/Script/ResonanceAudio	engine	ResonanceAudio	uplugin	Engine/Plugins/Runtime/ResonanceAudio/ResonanceAudio.uplugin	19
/Script/ResonanceAudioEditor	engine	ResonanceAudioEditor	uplugin	Engine/Plugins/Runtime/ResonanceAudio/ResonanceAudio.uplugin	31
/Script/RigVM	engine	RigVM	uplugin	Engine/Plugins/Runtime/RigVM/RigVM.uplugin	20
/Script/RigVMDeveloper	engine	RigVMDeveloper	uplugin	Engine/Plugins/Runtime/RigVM/RigVM.uplugin	25
/Script/RigVMEditor	engine	RigVMEditor	uplugin	Engine/Plugins/Runtime/RigVM/RigVM.uplugin	30
/Script/SIZZ_Menu_Wheel	game-plugin	SIZZ_Menu_Wheel	staged-uplugin-filename	MISERY/Plugins/MenuWheel_5.4/SIZZ_Menu_Wheel.uplugin	123
/Script/SceneOutliner	engine	SceneOutliner	build.cs	Engine/Source/Editor/SceneOutliner/SceneOutliner.Build.cs	5
/Script/ScriptableEditorWidgets	engine	ScriptableEditorWidgets	build.cs	Engine/Source/Editor/ScriptableEditorWidgets/ScriptableEditorWidgets.Build.cs	5
/Script/SequenceRecorder	engine	SequenceRecorder	build.cs	Engine/Source/Editor/SequenceRecorder/SequenceRecorder.Build.cs	5
/Script/Sequencer	engine	Sequencer	build.cs	Engine/Source/Editor/Sequencer/Sequencer.Build.cs	5
/Script/SequencerAnimTools	engine	SequencerAnimTools	uplugin	Engine/Plugins/Editor/SequencerAnimTools/SequencerAnimTools.uplugin	34
/Script/SequencerCore	engine	SequencerCore	build.cs	Engine/Source/Editor/SequencerCore/SequencerCore.Build.cs	5
/Script/SequencerScripting	engine	SequencerScripting	uplugin	Engine/Plugins/MovieScene/SequencerScripting/SequencerScripting.uplugin	25
/Script/SequencerScriptingEditor	engine	SequencerScriptingEditor	uplugin	Engine/Plugins/MovieScene/SequencerScripting/SequencerScripting.uplugin	31
/Script/Serialization	engine	Serialization	build.cs	Engine/Source/Runtime/Serialization/Serialization.Build.cs	5
/Script/SessionMessages	engine	SessionMessages	build.cs	Engine/Source/Runtime/SessionMessages/SessionMessages.Build.cs	5
/Script/SignificanceManager	engine	SignificanceManager	uplugin	Engine/Plugins/Runtime/SignificanceManager/SignificanceManager.uplugin	19
/Script/SkeletalMeshDescription	engine	SkeletalMeshDescription	build.cs	Engine/Source/Runtime/SkeletalMeshDescription/SkeletalMeshDescription.Build.cs	5
/Script/SkeletalMeshEditor	engine	SkeletalMeshEditor	build.cs	Engine/Source/Editor/SkeletalMeshEditor/SkeletalMeshEditor.Build.cs	5
/Script/SkeletalMeshModelingTools	engine	SkeletalMeshModelingTools	uplugin	Engine/Plugins/Experimental/Animation/SkeletalMeshModelingTools/SkeletalMeshModelingTools.uplugin	19
/Script/SkeletalMeshModifiers	engine	SkeletalMeshModifiers	uplugin	Engine/Plugins/Experimental/MeshModelingToolsetExp/MeshModelingToolsetExp.uplugin	40
/Script/Slate	engine	Slate	build.cs	Engine/Source/Runtime/Slate/Slate.Build.cs	5
/Script/SlateCore	engine	SlateCore	build.cs	Engine/Source/Runtime/SlateCore/SlateCore.Build.cs	5
/Script/SlateRHIRenderer	engine	SlateRHIRenderer	build.cs	Engine/Source/Runtime/SlateRHIRenderer/SlateRHIRenderer.Build.cs	5
/Script/SlateReflector	engine	SlateReflector	build.cs	Engine/Source/Developer/SlateReflector/SlateReflector.Build.cs	5
/Script/SoundFields	engine	SoundFields	uplugin	Engine/Plugins/Runtime/SoundFields/SoundFields.uplugin	19
/Script/SourceCodeAccess	engine	SourceCodeAccess	build.cs	Engine/Source/Developer/SourceCodeAccess/SourceCodeAccess.Build.cs	5
/Script/SourceControl	engine	SourceControl	build.cs	Engine/Source/Developer/SourceControl/SourceControl.Build.cs	5
/Script/SourceControlWindows	engine	SourceControlWindows	build.cs	Engine/Source/Editor/SourceControlWindows/SourceControlWindows.Build.cs	5
/Script/SparseVolumeTexture	engine	SparseVolumeTexture	build.cs	Engine/Source/Editor/SparseVolumeTexture/SparseVolumeTexture.Build.cs	5
/Script/SpeedTreeImporter	engine	SpeedTreeImporter	uplugin	Engine/Plugins/Editor/SpeedTreeImporter/SpeedTreeImporter.uplugin	19
/Script/StaticMeshDescription	engine	StaticMeshDescription	build.cs	Engine/Source/Runtime/StaticMeshDescription/StaticMeshDescription.Build.cs	5
/Script/StaticMeshEditor	engine	StaticMeshEditor	build.cs	Engine/Source/Editor/StaticMeshEditor/StaticMeshEditor.Build.cs	6
/Script/StatsViewer	engine	StatsViewer	build.cs	Engine/Source/Editor/StatsViewer/StatsViewer.Build.cs	5
/Script/StatusBar	engine	StatusBar	build.cs	Engine/Source/Editor/StatusBar/StatusBar.Build.cs	5
/Script/SteamCorePro	game-plugin	SteamCorePro	staged-uplugin-filename	MISERY/Plugins/SteamCorePro/SteamCorePro.uplugin	125
/Script/SteamCoreShared	unclassified				
/Script/SteamCoreSockets	unclassified				
/Script/StringTableEditor	engine	StringTableEditor	build.cs	Engine/Source/Editor/StringTableEditor/StringTableEditor.Build.cs	5
/Script/StructUtils	engine	StructUtils	uplugin	Engine/Plugins/Experimental/StructUtils/StructUtils.uplugin	21
/Script/StructUtilsEditor	engine	StructUtilsEditor	uplugin	Engine/Plugins/Experimental/StructUtils/StructUtils.uplugin	31
/Script/StructUtilsEngine	engine	StructUtilsEngine	uplugin	Engine/Plugins/Experimental/StructUtils/StructUtils.uplugin	27
/Script/StructUtilsNodes	engine	StructUtilsNodes	uplugin	Engine/Plugins/Experimental/StructUtils/StructUtils.uplugin	35
/Script/StructUtilsTestSuite	engine	StructUtilsTestSuite	uplugin	Engine/Plugins/Experimental/StructUtils/StructUtils.uplugin	39
/Script/SubobjectDataInterface	engine	SubobjectDataInterface	build.cs	Engine/Source/Editor/SubobjectDataInterface/SubobjectDataInterface.Build.cs	6
/Script/SubobjectEditor	engine	SubobjectEditor	build.cs	Engine/Source/Editor/SubobjectEditor/SubobjectEditor.Build.cs	6
/Script/SwarmInterface	engine	SwarmInterface	build.cs	Engine/Source/Editor/SwarmInterface/SwarmInterface.Build.cs	6
/Script/Synthesis	engine	Synthesis	uplugin	Engine/Plugins/Runtime/Synthesis/Synthesis.uplugin	20
/Script/SynthesisEditor	engine	SynthesisEditor	uplugin	Engine/Plugins/Runtime/Synthesis/Synthesis.uplugin	25
/Script/TakeMovieScene	engine	TakeMovieScene	uplugin	Engine/Plugins/VirtualProduction/Takes/Takes.uplugin	55
/Script/TakeRecorder	engine	TakeRecorder	uplugin	Engine/Plugins/VirtualProduction/Takes/Takes.uplugin	49
/Script/TakeRecorderSources	engine	TakeRecorderSources	uplugin	Engine/Plugins/VirtualProduction/Takes/Takes.uplugin	43
/Script/TakeTrackRecorders	engine	TakeTrackRecorders	uplugin	Engine/Plugins/VirtualProduction/Takes/Takes.uplugin	37
/Script/TakesCore	engine	TakesCore	uplugin	Engine/Plugins/VirtualProduction/Takes/Takes.uplugin	31
/Script/TcpMessaging	engine	TcpMessaging	uplugin	Engine/Plugins/Messaging/TcpMessaging/TcpMessaging.uplugin	21
/Script/TemplateSequence	engine	TemplateSequence	uplugin	Engine/Plugins/MovieScene/TemplateSequence/TemplateSequence.uplugin	27
/Script/TemplateSequenceEditor	engine	TemplateSequenceEditor	uplugin	Engine/Plugins/MovieScene/TemplateSequence/TemplateSequence.uplugin	32
/Script/TextureUtilitiesCommon	engine	TextureUtilitiesCommon	build.cs	Engine/Source/Runtime/TextureUtilitiesCommon/TextureUtilitiesCommon.build.cs	5
/Script/TimeManagement	engine	TimeManagement	build.cs	Engine/Source/Runtime/TimeManagement/TimeManagement.Build.cs	5
/Script/ToolMenus	engine	ToolMenus	build.cs	Engine/Source/Developer/ToolMenus/ToolMenus.Build.cs	5
/Script/ToolPresetAsset	engine	ToolPresetAsset	uplugin	Engine/Plugins/Experimental/ToolPresets/ToolPresets.uplugin	20
/Script/ToolPresetEditor	engine	ToolPresetEditor	uplugin	Engine/Plugins/Experimental/ToolPresets/ToolPresets.uplugin	25
/Script/ToolWidgets	engine	ToolWidgets	build.cs	Engine/Source/Developer/ToolWidgets/ToolWidgets.Build.cs	5
/Script/TraceDataFiltering	engine	TraceDataFiltering	uplugin	Engine/Plugins/Developer/TraceDataFiltering/TraceDataFilters.uplugin	20
/Script/TraceUtilities	engine	TraceUtilities	uplugin	Engine/Plugins/TraceUtilities/TraceUtilities.uplugin	19
/Script/TranslationEditor	engine	TranslationEditor	build.cs	Engine/Source/Editor/TranslationEditor/TranslationEditor.Build.cs	5
/Script/TypedElementFramework	engine	TypedElementFramework	build.cs	Engine/Source/Runtime/TypedElementFramework/TypedElementFramework.Build.cs	6
/Script/TypedElementRuntime	engine	TypedElementRuntime	build.cs	Engine/Source/Runtime/TypedElementRuntime/TypedElementRuntime.Build.cs	6
/Script/UMG	engine	UMG	build.cs	Engine/Source/Runtime/UMG/UMG.Build.cs	5
/Script/UMGEditor	engine	UMGEditor	build.cs	Engine/Source/Editor/UMGEditor/UMGEditor.Build.cs	5
/Script/UObjectPlugin	engine	UObjectPlugin	uplugin	Engine/Plugins/Developer/UObjectPlugin/UObjectPlugin.uplugin	20
/Script/UVEditor	engine	UVEditor	uplugin	Engine/Plugins/Editor/UVEditor/UVEditor.uplugin	19
/Script/UVEditorTools	engine	UVEditorTools	uplugin	Engine/Plugins/Editor/UVEditor/UVEditor.uplugin	24
/Script/UVEditorToolsEditorOnly	engine	UVEditorToolsEditorOnly	uplugin	Engine/Plugins/Editor/UVEditor/UVEditor.uplugin	29
/Script/UdpMessaging	engine	UdpMessaging	uplugin	Engine/Plugins/Messaging/UdpMessaging/UdpMessaging.uplugin	30
/Script/UndoHistoryEditor	engine	UndoHistoryEditor	build.cs	Engine/Source/Editor/UndoHistoryEditor/UndoHistoryEditor.Build.cs	5
/Script/UniversalObjectLocator	engine	UniversalObjectLocator	build.cs	Engine/Source/Runtime/UniversalObjectLocator/UniversalObjectLocator.Build.cs	5
/Script/UniversalVoiceChatPro	game-plugin	UniversalVoiceChatPro	staged-uplugin-filename	MISERY/Plugins/UniversalVoiceChatPro/UniversalVoiceChatPro.uplugin	126
/Script/UnrealEd	engine	UnrealEd	build.cs	Engine/Source/Editor/UnrealEd/UnrealEd.Build.cs	6
/Script/UnrealEdMessages	engine	UnrealEdMessages	build.cs	Engine/Source/Editor/UnrealEdMessages/UnrealEdMessages.Build.cs	5
/Script/VREditor	engine	VREditor	build.cs	Engine/Source/Editor/VREditor/VREditor.Build.cs	5
/Script/VariantManager	engine	VariantManager	uplugin	Engine/Plugins/Enterprise/VariantManager/VariantManager.uplugin	20
/Script/VariantManagerContent	engine	VariantManagerContent	uplugin	Engine/Plugins/Enterprise/VariantManagerContent/VariantManagerContent.uplugin	20
/Script/VariantManagerContentEditor	engine	VariantManagerContentEditor	uplugin	Engine/Plugins/Enterprise/VariantManagerContent/VariantManagerContent.uplugin	25
/Script/VectorVM	engine	VectorVM	build.cs	Engine/Source/Runtime/VectorVM/VectorVM.Build.cs	5
/Script/ViewportInteraction	engine	ViewportInteraction	build.cs	Engine/Source/Editor/ViewportInteraction/ViewportInteraction.Build.cs	7
/Script/VirtualTexturingEditor	engine	VirtualTexturingEditor	build.cs	Engine/Source/Editor/VirtualTexturingEditor/VirtualTexturingEditor.Build.cs	5
/Script/Virtualization	engine	Virtualization	build.cs	Engine/Source/Developer/Virtualization/Virtualization.Build.cs	6
/Script/VisualGraphUtils	engine	VisualGraphUtils	build.cs	Engine/Source/Developer/VisualGraphUtils/VisualGraphUtils.Build.cs	5
/Script/WaveTable	engine	WaveTable	uplugin	Engine/Plugins/Runtime/WaveTable/WaveTable.uplugin	20
/Script/WaveTableEditor	engine	WaveTableEditor	uplugin	Engine/Plugins/Runtime/WaveTable/WaveTable.uplugin	25
/Script/WebBrowser	engine	WebBrowser	build.cs	Engine/Source/Runtime/WebBrowser/WebBrowser.Build.cs	6
/Script/WebMMediaEditor	engine	WebMMediaEditor	uplugin	Engine/Plugins/Media/WebMMedia/WebMMedia.uplugin	30
/Script/WidgetCarousel	engine	WidgetCarousel	build.cs	Engine/Source/Runtime/WidgetCarousel/WidgetCarousel.Build.cs	5
/Script/WidgetRegistration	engine	WidgetRegistration	build.cs	Engine/Source/Developer/WidgetRegistration/WidgetRegistration.Build.cs	5
/Script/WindowsTargetPlatform	engine	WindowsTargetPlatform	build.cs	Engine/Source/Developer/Windows/WindowsTargetPlatform/WindowsTargetPlatform.Build.cs	5
/Script/WmfMediaEditor	engine	WmfMediaEditor	uplugin	Engine/Plugins/Media/WmfMedia/WmfMedia.uplugin	27
/Script/WmfMediaFactory	engine	WmfMediaFactory	uplugin	Engine/Plugins/Media/WmfMedia/WmfMedia.uplugin	33
/Script/WorldMetricsCore	engine	WorldMetricsCore	uplugin	Engine/Plugins/WorldMetrics/WorldMetrics.uplugin	21
/Script/WorldMetricsTest	engine	WorldMetricsTest	uplugin	Engine/Plugins/WorldMetrics/WorldMetrics.uplugin	26
/Script/WorldPartitionEditor	engine	WorldPartitionEditor	build.cs	Engine/Source/Editor/WorldPartitionEditor/WorldPartitionEditor.Build.cs	5
/Script/WorldPartitionHLODUtilities	engine	WorldPartitionHLODUtilities	uplugin	Engine/Plugins/Editor/WorldPartitionHLODUtilities/WorldPartitionHLODUtilities.uplugin	17
